ID_REF	GSM61941	GSM61943	GSM61952	GSM61954	GSM61956	GSM61958	GSM61960
TI4932_1S000251_2	1443	496	422	407	437	750	1149
TI4932_1S000252_1	182	62	44	54	46	38	73
TI4932_1S000252_2	159	67	60	46	60	40	101
TI4932_1S000253_1	1988	16414	18042	18755	18641	15674	11579
TI4932_1S000253_2	2051	14562	17743	19198	17694	15192	11475
TI4932_1S000254_1	94	148	102	85	92	171	112
TI4932_1S000254_2	99	161	111	93	94	156	150
TI4932_1S000255_1	825	36	38	45	43	49	138
TI4932_1S000255_2	945	34	38	33	43	42	88
TI4932_1S000256_1	4909	2122	1775	1883	2267	3162	4503
TI4932_1S000256_2	4977	1810	1597	1541	2231	2675	4127
TI4932_1S000257_1	4605	814	1519	1821	1265	2425	3038
TI4932_1S000257_2	4643	755	1373	1574	1183	2398	3150
TI4932_1S000258_1	19264	3645	3474	2972	2809	3522	9016
TI4932_1S000258_2	17978	3746	3739	2961	2408	3919	8525
TI4932_1S000259_1	60	68	61	67	64	95	71
TI4932_1S000259_2	52	61	51	56	42	84	62
TI4932_1S000260_1	1989	452	659	456	558	1470	1595
TI4932_1S000260_2	1779	494	625	486	430	1369	1337
TI4932_1S000261_1	313	676	814	586	244	695	334
TI4932_1S000261_2	392	642	783	664	271	704	287
TI4932_1S000262_1	141	133	111	113	118	104	131
TI4932_1S000262_2	127	148	111	122	115	96	145
TI4932_1S000263_1	396	418	351	312	164	360	384
TI4932_1S000263_2	449	405	382	287	147	380	420
TI4932_1S000264_1	1114	3245	1880	2068	1777	1595	1196
TI4932_1S000264_2	1055	3200	1971	2387	1793	1759	1437
TI4932_1S000265_1	751	531	579	437	600	555	778
TI4932_1S000265_2	709	464	505	360	373	498	625
TI4932_1S000266_1	108	148	133	94	102	146	150
TI4932_1S000266_2	142	171	133	120	82	151	167
TI4932_1S000267_1	90	353	182	176	100	187	187
TI4932_1S000267_2	81	297	182	131	82	177	140
TI4932_1S000268_1	1022	467	401	430	200	633	893
TI4932_1S000268_2	942	458	372	418	204	599	779
TI4932_1S000269_1	177	194	119	113	96	215	153
TI4932_1S000269_2	159	159	109	79	95	175	145
TI4932_1S000270_1	56	54	51	50	51	58	53
TI4932_1S000270_2	69	69	65	63	66	73	65
TI4932_1S000271_1	71	171	164	139	97	251	175
TI4932_1S000271_2	65	142	151	110	93	218	164
TI4932_1S000272_1	22647	10076	13299	12911	8135	8269	18558
TI4932_1S000272_2	19447	10032	13783	12082	7798	7441	16425
TI4932_1S000273_1	5622	2374	1629	1314	1582	2610	3140
TI4932_1S000273_2	5144	2127	1622	1029	1432	2371	2574
TI4932_1S000274_1	1412	1783	2470	1566	1428	1500	907
TI4932_1S000274_2	1527	1776	2239	1578	1648	1561	929
TI4932_1S000275_1	430	730	697	627	540	705	559
TI4932_1S000275_2	468	834	809	832	583	793	682
TI4932_1S000276_1	402	989	898	694	445	664	694
TI4932_1S000276_2	384	905	895	585	484	558	621
TI4932_1S000277_1	24896	1623	3951	3114	1973	5285	21778
TI4932_1S000277_2	24758	1978	4481	4189	2676	6016	25320
TI4932_1S000278_1	37	40	40	42	47	39	40
TI4932_1S000278_2	40	38	40	45	51	38	40
TI4932_1S000279_1	68	291	219	150	137	185	98
TI4932_1S000279_2	68	350	279	188	139	218	105
TI4932_1S000280_1	562	497	798	604	311	944	662
TI4932_1S000280_2	483	455	694	695	191	879	583
TI4932_1S000281_1	42	37	34	45	49	38	43
TI4932_1S000281_2	45	38	35	45	50	34	39
TI4932_1S000282_1	751	587	388	300	117	507	493
TI4932_1S000282_2	736	512	416	267	136	496	569
TI4932_1S000283_1	2946	3638	5465	6225	6310	9430	8208
TI4932_1S000283_2	3142	3586	5806	6417	6051	9243	9810
TI4932_1S000284_1	119	512	544	488	298	379	295
TI4932_1S000284_2	111	604	600	491	233	404	318
TI4932_1S000285_1	768	848	1053	1069	760	1084	1024
TI4932_1S000285_2	915	1019	1111	1393	1052	1264	1124
TI4932_1S000286_1	251	352	249	222	168	264	296
TI4932_1S000286_2	272	339	258	271	177	308	316
TI4932_1S000287_1	4516	8038	5527	6227	8532	4502	4918
TI4932_1S000287_2	3822	7585	5519	5908	6612	4444	4376
TI4932_1S000288_1	927	312	248	234	190	315	672
TI4932_1S000288_2	871	331	274	224	190	331	674
TI4932_1S000289_1	124	741	634	574	319	749	423
TI4932_1S000289_2	104	749	621	539	324	764	406
TI4932_1S000290_1	1759	16595	16668	15195	16806	14935	10423
TI4932_1S000290_2	1754	19055	16963	17385	18089	16649	11150
TI4932_1S000291_1	67	375	161	166	101	183	94
TI4932_1S000291_2	78	413	173	209	112	183	92
TI4932_1S000292_1	5879	1591	1168	1028	934	1958	1670
TI4932_1S000292_2	6805	1642	1201	1065	935	2004	1715
TI4932_1S000293_1	2553	861	1375	933	819	1821	1736
TI4932_1S000293_2	2365	844	1274	885	912	1707	1628
TI4932_1S000294_1	279	676	337	378	124	337	337
TI4932_1S000294_2	221	794	353	364	126	351	351
TI4932_1S000295_1	222	2748	1809	2386	1919	1612	748
TI4932_1S000295_2	221	2829	1770	2571	1768	1695	772
TI4932_1S000296_1	1851	1482	1280	1400	1329	1303	1655
TI4932_1S000296_2	2052	1387	1372	1316	1264	1273	1456
TI4932_1S000297_1	112	96	91	96	115	90	96
TI4932_1S000297_2	62	63	55	66	55	54	59
TI4932_1S000298_1	226	430	213	192	112	247	254
TI4932_1S000298_2	191	427	208	213	137	241	239
TI4932_1S000299_1	238	3383	3574	4140	1795	2063	989
TI4932_1S000299_2	217	3522	3889	3805	1493	2226	999
TI4932_1S000300_1	428	362	1074	429	538	538	546
TI4932_1S000300_2	384	356	913	392	511	519	548
TI4932_1S000301_1	256	187	196	156	105	206	247
TI4932_1S000301_2	300	185	204	121	87	190	261
TI4932_1S000302_1	81	78	54	50	44	59	62
TI4932_1S000302_2	83	94	62	71	78	69	80
TI4932_1S000303_1	1431	2799	3637	3520	2219	2886	2139
TI4932_1S000303_2	1439	2796	3490	3508	1900	2758	2300
TI4932_1S000304_1	419	197	221	192	153	224	278
TI4932_1S000304_2	422	218	241	206	132	233	273
TI4932_1S000305_1	41	42	40	43	46	42	42
TI4932_1S000305_2	42	46	49	47	41	46	45
TI4932_1S000306_1	1620	1325	600	632	335	622	721
TI4932_1S000306_2	1681	1413	662	649	485	540	750
TI4932_1S000307_1	94	166	143	102	99	169	169
TI4932_1S000307_2	80	162	117	92	62	161	135
TI4932_1S000308_1	118	101	103	102	77	106	156
TI4932_1S000308_2	125	111	108	111	64	122	152
TI4932_1S000309_1	55	243	104	87	78	66	59
TI4932_1S000309_2	53	221	88	117	64	61	53
TI4932_1S000310_1	1036	492	378	255	197	705	841
TI4932_1S000310_2	1146	515	340	288	242	627	861
TI4932_1S000311_1	1006	6363	5161	4957	3950	3683	1816
TI4932_1S000311_2	1050	7045	5241	5202	4458	3573	1878
TI4932_1S000312_1	80	95	71	77	89	101	105
TI4932_1S000312_2	93	99	85	70	82	120	109
TI4932_1S000313_1	422	254	233	194	181	278	375
TI4932_1S000313_2	645	318	250	274	223	329	424
TI4932_1S000314_1	3973	5365	3811	4830	3733	3695	4059
TI4932_1S000314_2	3647	5090	3805	4549	4180	3575	3749
TI4932_1S000315_1	476	457	546	416	221	539	533
TI4932_1S000315_2	504	459	536	514	223	517	504
TI4932_1S000316_1	2756	2594	1658	1969	2288	2620	2993
TI4932_1S000316_2	3316	2748	1816	1812	2088	2768	3285
TI4932_1S000317_1	284	153	140	110	69	234	294
TI4932_1S000317_2	351	168	168	117	104	257	308
TI4932_1S000318_1	341	344	333	235	238	402	449
TI4932_1S000318_2	369	320	367	300	243	377	429
TI4932_1S000319_1	83	108	71	83	55	83	105
TI4932_1S000319_2	64	85	66	69	69	65	81
TI4932_1S000320_1	69	75	72	87	72	70	74
TI4932_1S000320_2	66	70	68	72	73	71	70
TI4932_1S000321_1	8842	119	115	107	102	235	2997
TI4932_1S000321_2	10821	133	133	118	118	222	3138
TI4932_1S000322_1	21249	25005	28619	26401	26122	31266	30257
TI4932_1S000322_2	23120	25746	27911	26667	25687	31260	30203
TI4932_1S000323_1	158	85	72	67	53	85	177
TI4932_1S000323_2	132	84	63	73	77	82	159
TI4932_1S000324_1	402	237	183	122	106	365	451
TI4932_1S000324_2	507	218	162	107	120	422	510
TI4932_1S000325_1	1605	4841	3856	4052	4166	4817	3544
TI4932_1S000325_2	1484	4149	3619	3626	3339	4225	3438
TI4932_1S000326_1	905	526	432	405	371	628	832
TI4932_1S000326_2	964	482	354	362	277	677	782
TI4932_1S000327_1	84	95	80	78	57	92	102
TI4932_1S000327_2	110	109	85	87	62	108	108
TI4932_1S000328_1	348	251	237	147	125	236	244
TI4932_1S000328_2	307	239	210	128	96	229	223
TI4932_1S000329_1	9440	3097	3264	2673	5448	6298	11078
TI4932_1S000329_2	9645	2988	2785	2703	5535	6161	9941
TI4932_1S000330_1	5929	8194	8233	8467	8154	8175	7624
TI4932_1S000330_2	5108	7940	8185	7780	7942	8190	7760
TI4932_1S000331_1	86	51	46	59	62	86	109
TI4932_1S000331_2	75	45	42	55	50	68	100
TI4932_1S000332_1	276	222	174	145	105	287	254
TI4932_1S000332_2	281	204	181	115	109	243	221
TI4932_1S000333_1	114	477	191	176	116	222	173
TI4932_1S000333_2	107	425	202	200	100	212	169
TI4932_1S000334_1	78	92	85	79	73	78	77
TI4932_1S000334_2	76	77	76	78	57	74	69
TI4932_1S000335_1	2273	167	297	105	149	594	660
TI4932_1S000335_2	2389	176	304	107	154	648	621
TI4932_1S000336_1	429	308	387	302	139	301	401
TI4932_1S000336_2	421	348	357	339	255	327	411
TI4932_1S000337_1	446	958	606	579	657	611	476
TI4932_1S000337_2	448	946	576	662	609	610	439
TI4932_1S000338_1	431	170	170	115	86	184	203
TI4932_1S000338_2	444	191	190	136	97	192	219
TI4932_1S000339_1	929	779	462	528	464	567	874
TI4932_1S000339_2	1033	835	466	559	354	573	858
TI4932_1S000340_1	67	104	63	68	71	76	87
TI4932_1S000340_2	66	82	66	65	69	67	87
TI4932_1S000341_1	8971	1786	2815	2400	2111	4687	5752
TI4932_1S000341_2	8260	1566	2617	1913	1408	4229	5064
TI4932_1S000342_1	3384	1155	1536	1497	993	1536	1867
TI4932_1S000342_2	3908	1149	1484	1490	903	1468	1757
TI4932_1S000343_1	65	169	91	81	84	78	66
TI4932_1S000343_2	66	220	123	94	94	94	75
TI4932_1S000344_1	47	197	127	112	65	93	63
TI4932_1S000344_2	56	331	156	106	102	106	68
TI4932_1S000345_1	1123	3661	2887	3407	2309	2711	2294
TI4932_1S000345_2	999	3603	2168	2630	2121	2704	2243
TI4932_1S000346_1	1892	610	605	610	439	491	1189
TI4932_1S000346_2	1580	667	609	599	531	446	1193
TI4932_1S000347_1	2156	926	879	744	890	1414	1555
TI4932_1S000347_2	1921	923	878	772	732	1450	1535
TI4932_1S000348_1	2049	182	192	163	219	358	1087
TI4932_1S000348_2	1990	178	173	137	162	325	1135
TI4932_1S000349_1	37	31	28	41	47	31	32
TI4932_1S000349_2	34	31	28	35	39	31	30
TI4932_1S000350_1	6874	2112	1600	1155	1792	2676	4196
TI4932_1S000350_2	6955	2650	1688	1312	1981	2911	4159
TI4932_1S000351_1	398	212	200	139	99	219	291
TI4932_1S000351_2	369	218	209	141	105	218	299
TI4932_1S000352_1	1340	1296	1090	1074	1017	1290	1697
TI4932_1S000352_2	1276	1207	972	856	597	1198	1562
TI4932_1S000353_1	32	31	35	32	38	32	32
TI4932_1S000353_2	34	32	32	31	40	31	32
TI4932_1S000354_1	280	281	215	121	96	223	228
TI4932_1S000354_2	293	254	183	107	135	219	256
TI4932_1S000355_1	111	1192	425	345	191	436	274
TI4932_1S000355_2	161	1207	456	380	244	419	297
TI4932_1S000356_1	50	223	80	109	56	65	51
TI4932_1S000356_2	40	161	76	91	52	64	43
TI4932_1S000357_1	56	98	68	72	68	70	64
TI4932_1S000357_2	51	77	45	70	54	54	44
TI4932_1S000358_1	1876	190	280	203	223	679	993
TI4932_1S000358_2	1804	203	293	282	250	670	912
TI4932_1S000359_1	2610	2134	1748	1891	2868	2074	1815
TI4932_1S000359_2	2607	2448	1874	1900	3181	2220	1887
TI4932_1S000360_1	1663	2239	2438	2244	1466	2350	2417
TI4932_1S000360_2	1701	2211	2720	2665	1570	2158	2176
TI4932_1S000361_1	350	849	556	576	570	610	690
TI4932_1S000361_2	289	810	562	658	350	622	648
TI4932_1S000362_1	118	255	326	290	114	283	255
TI4932_1S000362_2	121	206	276	203	101	243	200
TI4932_1S000363_1	1557	1986	2552	1633	2257	2923	1965
TI4932_1S000363_2	1743	1979	2586	1964	2597	2715	2118
TI4932_1S000364_1	405	3759	1431	1536	1290	923	773
TI4932_1S000364_2	358	3817	1451	1696	1808	933	739
TI4932_1S000365_1	64	77	70	53	53	111	79
TI4932_1S000365_2	67	93	64	56	63	128	80
TI4932_1S000366_1	247	814	431	455	180	573	592
TI4932_1S000366_2	223	757	371	511	242	454	460
TI4932_1S000367_1	376	303	226	185	119	272	322
TI4932_1S000367_2	434	311	215	212	112	335	422
TI4932_1S000368_1	188	685	431	379	143	399	358
TI4932_1S000368_2	204	719	396	407	219	387	349
TI4932_1S000369_1	119	317	133	136	109	178	165
TI4932_1S000369_2	147	389	163	176	89	183	220
TI4932_1S000370_1	311	132	156	120	95	277	369
TI4932_1S000370_2	265	139	185	106	83	268	296
TI4932_1S000371_1	4940	741	539	455	687	1506	3292
TI4932_1S000371_2	4832	692	520	435	600	1437	3097
TI4932_1S000372_1	300	436	389	302	154	314	323
TI4932_1S000372_2	258	416	243	233	123	258	263
TI4932_1S000373_1	282	1242	787	1054	707	678	573
TI4932_1S000373_2	236	1174	730	894	534	667	437
TI4932_1S000374_1	195	194	165	188	114	203	177
TI4932_1S000374_2	193	178	183	159	93	212	180
TI4932_1S000375_1	2499	2321	1299	1238	1293	1136	1511
TI4932_1S000375_2	2310	2592	1347	1417	961	1301	1567
TI4932_1S000376_1	134	219	197	177	128	257	183
TI4932_1S000376_2	149	213	185	203	145	223	175
TI4932_1S000377_1	254	308	230	201	170	224	260
TI4932_1S000377_2	255	313	231	145	131	209	242
TI4932_1S000378_1	4453	1751	1940	1898	1824	3036	3444
TI4932_1S000378_2	4149	1658	1926	1530	1522	3244	3234
TI4932_1S000379_1	316	147	100	106	62	154	205
TI4932_1S000379_2	342	147	124	108	79	160	260
TI4932_1S000380_1	58	64	66	72	62	66	61
TI4932_1S000380_2	48	49	47	50	48	48	49
TI4932_1S000381_1	1456	13282	12716	12183	10777	13074	10559
TI4932_1S000381_2	1306	12934	11844	13082	11346	12419	9942
TI4932_1S000382_1	44	55	81	73	48	55	55
TI4932_1S000382_2	57	61	74	62	67	65	57
TI4932_1S000383_1	36	38	33	46	46	39	38
TI4932_1S000383_2	39	41	41	44	61	41	38
TI4932_1S000384_1	2363	565	805	609	943	1615	2127
TI4932_1S000384_2	2217	608	741	540	827	1454	2091
TI4932_1S000385_1	27	33	37	37	37	33	32
TI4932_1S000385_2	26	30	30	33	34	30	27
TI4932_1S000386_1	3475	606	934	778	698	1530	2191
TI4932_1S000386_2	3390	557	881	731	555	1613	1943
TI4932_1S000387_1	38	34	34	34	33	35	34
TI4932_1S000387_2	32	32	32	32	35	32	30
TI4932_1S000388_1	974	3170	3157	3004	2703	2691	1734
TI4932_1S000388_2	1061	2787	3492	3197	2451	2825	1929
TI4932_1S000389_1	108	101	69	74	82	132	121
TI4932_1S000389_2	103	114	74	78	61	116	107
TI4932_1S000390_1	667	12615	12192	14373	12700	12603	8979
TI4932_1S000390_2	641	12601	12809	12228	11506	12112	8617
TI4932_1S000391_1	1210	16860	16376	17470	15436	15049	10255
TI4932_1S000391_2	1181	17424	17987	16203	15102	15182	10511
TI4932_1S000392_1	60	117	94	78	76	117	94
TI4932_1S000392_2	69	108	86	86	86	89	91
TI4932_1S000393_1	537	344	270	285	208	335	397
TI4932_1S000393_2	505	373	240	348	138	327	420
TI4932_1S000394_1	104	137	84	86	99	97	115
TI4932_1S000394_2	80	102	69	71	80	80	94
TI4932_1S000395_1	101	97	96	97	82	92	108
TI4932_1S000395_2	128	111	102	110	74	110	138
TI4932_1S000396_1	7605	10898	11741	11560	13073	11568	16068
TI4932_1S000396_2	7070	10137	11277	11147	11528	11147	14374
TI4932_1S000397_1	87	98	96	84	55	115	76
TI4932_1S000397_2	80	88	74	69	51	92	59
TI4932_1S000398_1	249	194	157	181	144	207	219
TI4932_1S000398_2	303	231	188	206	169	222	241
TI4932_1S000399_1	85	86	61	71	63	82	71
TI4932_1S000399_2	94	97	81	73	70	82	76
TI4932_1S000400_1	276	329	290	260	170	293	322
TI4932_1S000400_2	297	380	273	284	234	312	323
TI4932_1S000401_1	797	1051	819	773	435	853	1135
TI4932_1S000401_2	767	1065	875	900	447	905	1326
TI4932_1S000402_1	477	335	299	336	252	328	424
TI4932_1S000402_2	504	357	351	357	251	344	428
TI4932_1S000403_1	98	105	107	118	100	106	105
TI4932_1S000403_2	116	119	101	126	98	122	118
TI4932_1S000404_1	248	475	236	315	146	298	353
TI4932_1S000404_2	278	483	278	265	143	263	357
TI4932_1S000405_1	330	316	317	254	318	401	310
TI4932_1S000405_2	264	231	207	217	208	308	220
TI4932_1S000406_1	205	91	93	103	74	183	219
TI4932_1S000406_2	295	114	103	87	83	220	283
TI4932_1S000407_1	711	417	347	358	266	492	687
TI4932_1S000407_2	835	482	400	340	348	606	849
TI4932_1S000408_1	1056	1166	1318	1471	1240	1073	1011
TI4932_1S000408_2	1205	1288	1576	1831	1571	1270	1344
TI4932_1S000409_1	1741	976	1012	888	887	1177	1012
TI4932_1S000409_2	1943	1021	957	738	1003	1180	1103
TI4932_1S000410_1	147	194	301	278	150	402	217
TI4932_1S000410_2	114	140	220	177	100	296	135
TI4932_1S000411_1	1051	803	951	958	372	846	808
TI4932_1S000411_2	1014	838	965	1123	345	912	943
TI4932_1S000412_1	122	114	81	70	48	100	136
TI4932_1S000412_2	161	139	111	103	77	130	200
TI4932_1S000413_1	1939	483	484	555	468	565	868
TI4932_1S000413_2	1811	507	535	492	470	552	755
TI4932_1S000414_1	64	92	104	94	72	62	55
TI4932_1S000414_2	60	95	87	101	80	61	60
TI4932_1S000415_1	4712	1175	1584	1242	1747	2160	4014
TI4932_1S000415_2	4694	1168	1526	1287	1899	2444	4832
TI4932_1S000416_1	64	73	68	61	49	62	62
TI4932_1S000416_2	68	74	62	65	54	65	67
TI4932_1S000417_1	423	345	259	214	111	436	527
TI4932_1S000417_2	454	336	306	252	111	413	527
TI4932_1S000418_1	87	81	60	76	68	84	91
TI4932_1S000418_2	83	85	50	73	59	74	73
TI4932_1S000419_1	7073	2220	2640	3727	3583	4434	5216
TI4932_1S000419_2	6957	2106	2647	3232	3888	4074	5326
TI4932_1S000420_1	359	356	444	393	176	352	359
TI4932_1S000420_2	284	329	414	345	169	326	344
TI4932_1S000421_1	363	377	383	501	261	383	383
TI4932_1S000421_2	390	364	453	440	276	390	390
TI4932_1S000422_1	9464	7426	7163	6953	6084	7548	6194
TI4932_1S000422_2	10361	7515	7636	6922	5715	6946	6298
TI4932_1S000423_1	33	33	33	38	41	29	33
TI4932_1S000423_2	34	34	34	37	44	32	32
TI4932_1S000424_1	2176	1394	1922	1500	985	2140	1866
TI4932_1S000424_2	2177	1432	1936	1871	1486	2141	2088
TI4932_1S000425_1	88	75	79	75	69	80	98
TI4932_1S000425_2	86	70	83	66	64	70	83
TI4932_1S000426_1	257	114	103	84	92	143	217
TI4932_1S000426_2	324	119	109	81	85	129	225
TI4932_1S000427_1	131	437	243	193	93	250	240
TI4932_1S000427_2	96	239	148	140	91	162	135
TI4932_1S000428_1	72	70	58	56	59	79	84
TI4932_1S000428_2	56	68	48	47	46	61	66
TI4932_1S000429_1	1069	795	1329	1049	647	1200	1106
TI4932_1S000429_2	973	781	1123	873	611	1109	1002
TI4932_1S000430_1	19571	1210	1881	1845	3827	5156	9875
TI4932_1S000430_2	19097	1431	2136	2163	4108	5809	11521
TI4932_1S000431_1	529	475	247	337	388	326	611
TI4932_1S000431_2	531	527	305	263	517	371	599
TI4932_1S000432_1	102	130	114	92	72	112	110
TI4932_1S000432_2	94	114	92	96	68	97	94
TI4932_1S000433_1	71	106	79	74	78	117	96
TI4932_1S000433_2	72	147	97	99	80	139	128
TI4932_1S000434_1	89	273	95	93	76	109	89
TI4932_1S000434_2	68	194	90	81	67	96	75
TI4932_1S000435_1	4207	3003	3986	4248	3359	4398	5277
TI4932_1S000435_2	4357	3058	4032	4160	3998	4342	5060
TI4932_1S000436_1	396	367	454	374	369	325	338
TI4932_1S000436_2	411	461	435	389	382	298	316
TI4932_1S000437_1	416	560	370	309	232	451	479
TI4932_1S000437_2	489	639	426	377	264	488	426
TI4932_1S000438_1	82	154	78	80	72	71	94
TI4932_1S000438_2	83	139	58	73	71	65	71
TI4932_1S000439_1	60	213	108	94	81	82	69
TI4932_1S000439_2	54	165	90	79	65	64	56
TI4932_1S000440_1	92	94	83	80	71	81	95
TI4932_1S000440_2	85	75	67	80	73	67	74
TI4932_1S000441_1	82	71	63	68	82	72	76
TI4932_1S000441_2	95	89	96	90	92	84	93
TI4932_1S000442_1	3065	311	428	494	226	529	1042
TI4932_1S000442_2	3854	352	542	536	385	602	1085
TI4932_1S000443_1	192	382	190	217	122	163	181
TI4932_1S000443_2	290	590	231	279	142	276	262
TI4932_1S000444_1	431	841	1030	987	955	907	854
TI4932_1S000444_2	516	879	1123	992	922	960	894
TI4932_1S000445_1	262	1245	990	1112	447	947	641
TI4932_1S000445_2	271	1380	906	1050	488	845	673
TI4932_1S000446_1	100	252	166	119	109	217	168
TI4932_1S000446_2	160	274	215	117	122	227	217
TI4932_1S000447_1	289	282	399	333	140	465	402
TI4932_1S000447_2	309	308	327	263	121	454	403
TI4932_1S000448_1	86	315	166	187	108	123	84
TI4932_1S000448_2	108	366	191	227	119	105	86
TI4932_1S000449_1	171	644	576	821	321	451	284
TI4932_1S000449_2	140	533	583	841	342	426	254
TI4932_1S000450_1	1168	3385	3166	2640	2626	1447	3125
TI4932_1S000450_2	1123	3605	3338	3198	2745	1544	2891
TI4932_1S000451_1	48	40	40	41	44	44	42
TI4932_1S000451_2	50	41	41	44	42	47	44
TI4932_1S000452_1	690	280	237	174	168	448	465
TI4932_1S000452_2	679	320	211	173	174	416	594
TI4932_1S000453_1	668	4112	2265	1773	1896	1766	1206
TI4932_1S000453_2	688	3340	2309	2010	1934	1842	1191
TI4932_1S000454_1	88	303	97	103	93	97	101
TI4932_1S000454_2	94	337	95	95	88	108	100
TI4932_1S000455_1	108	623	246	136	106	240	157
TI4932_1S000455_2	81	479	256	111	89	259	135
TI4932_1S000456_1	70	54	60	58	61	61	65
TI4932_1S000456_2	68	67	62	54	45	76	78
TI4932_1S000457_1	1819	347	797	694	583	1107	1469
TI4932_1S000457_2	1573	291	601	683	408	1040	1388
TI4932_1S000458_1	1237	829	474	364	166	718	1022
TI4932_1S000458_2	1396	993	537	495	204	832	1151
TI4932_1S000459_1	69	239	84	90	77	92	71
TI4932_1S000459_2	79	210	92	89	63	90	73
TI4932_1S000460_1	62	136	63	61	57	82	69
TI4932_1S000460_2	68	130	67	64	57	77	71
TI4932_1S000461_1	80	88	77	81	84	88	93
TI4932_1S000461_2	87	66	69	72	70	72	85
TI4932_1S000462_1	346	438	336	347	227	353	376
TI4932_1S000462_2	428	511	433	287	257	433	433
TI4932_1S000463_1	164	611	398	289	214	280	216
TI4932_1S000463_2	172	649	391	265	241	302	252
TI4932_1S000464_1	1300	467	276	292	290	606	905
TI4932_1S000464_2	1254	448	345	383	393	635	978
TI4932_1S000465_1	600	1394	1646	1366	872	1725	1216
TI4932_1S000465_2	608	1520	1618	1511	860	2019	1196
TI4932_1S000466_1	241	279	145	180	99	352	376
TI4932_1S000466_2	224	269	182	198	114	336	354
TI4932_1S000467_1	387	241	280	273	159	465	462
TI4932_1S000467_2	383	235	343	229	141	485	527
TI4932_1S000468_1	49	206	78	77	54	61	48
TI4932_1S000468_2	45	208	67	72	58	55	42
TI4932_1S000469_1	576	443	407	406	236	583	591
TI4932_1S000469_2	609	473	423	355	262	672	678
TI4932_1S000470_1	6457	1991	2188	1712	1858	2783	3438
TI4932_1S000470_2	6362	1901	2073	1577	2204	2690	3359
TI4932_1S000471_1	100	82	79	65	78	85	126
TI4932_1S000471_2	116	88	78	95	81	100	116
TI4932_1S000472_1	60	169	84	75	57	70	56
TI4932_1S000472_2	53	141	63	62	59	54	48
TI4932_1S000473_1	454	323	243	172	103	311	450
TI4932_1S000473_2	516	350	251	233	100	300	453
TI4932_1S000474_1	442	317	227	189	119	301	438
TI4932_1S000474_2	443	375	269	218	119	324	557
TI4932_1S000475_1	159	136	123	85	69	137	168
TI4932_1S000475_2	128	119	119	93	59	137	122
TI4932_1S000476_1	38	45	46	42	39	49	42
TI4932_1S000476_2	43	50	48	46	46	48	42
TI4932_1S000477_1	434	372	513	384	192	615	519
TI4932_1S000477_2	485	429	563	508	330	677	563
TI4932_1S000478_1	124	226	110	103	97	143	182
TI4932_1S000478_2	152	236	104	122	96	162	226
TI4932_1S000479_1	159	217	140	155	102	176	181
TI4932_1S000479_2	113	185	110	108	95	146	180
TI4932_1S000480_1	662	80	95	88	72	167	351
TI4932_1S000480_2	803	94	100	98	93	150	416
TI4932_1S000481_1	100	179	213	151	82	248	199
TI4932_1S000481_2	95	219	279	214	111	275	219
TI4932_1S000482_1	396	496	304	249	194	461	482
TI4932_1S000482_2	412	473	320	231	114	423	446
TI4932_1S000483_1	1650	2855	2977	3100	2720	2698	2726
TI4932_1S000483_2	1853	2951	3207	3210	2589	3021	2817
TI4932_1S000484_1	77	45	43	56	44	57	98
TI4932_1S000484_2	92	40	37	46	42	74	90
TI4932_1S000485_1	289	53	66	44	71	125	698
TI4932_1S000485_2	335	62	56	53	86	138	806
