ID_REF	GSM29912	GSM29914	GSM29917	GSM29920	GSM29921	GSM29922	GSM225515	GSM225516	GSM225517	GSM225519	GSM225520	GSM225521	GSM29934	GSM29936	GSM29937	GSM225469	GSM225482	GSM225514
10552_at	7.153805336	7.183883459	6.804776378	7.008988783	7.213347282	7.183883459	7.074676686	7.005624549	7.29553937	6.942514505	7.566815154	7.073606041	6.704595348	5.730639956	6.578938713	6.826548487	6.434628228	6.966937979
10553_at	6.325530332	6.091699834	6.181897643	6.21916852	6.414473836	6.498250868	5.928370323	6.43629512	6.253611152	6.422905743	6.123086751	6.30560579	6.300123725	5.733354341	6.531381461	6.58345891	6.776103988	6.882643049
10554_at	6.557655155	6.22881869	6.350497247	6.669593751	6.697662633	6.548436625	6.54689446	6.659639187	6.557655155	6.526694846	6.9795681	6.795715007	6.402585758	5.469234794	6.137503524	6.490249211	6.537606691	6.381975479
10555_at	8.451623252	8.297833368	8.430034319	7.661778098	8.471268764	8.121533517	8.622783966	8.725195817	8.12722055	8.415741768	8.108001646	8.329123596	8.002252452	8.026800059	7.972692654	7.856736756	7.369815424	7.14974712
10556_i_at	10.8473706	10.57572832	10.77528105	10.16729269	10.34839621	10.01010845	10.6283544	10.82113619	10.54853296	10.39863682	10.33214847	10.53323238	10.91834151	10.94354045	10.78012962	10.55784658	10.87352101	10.6851868
10557_f_at	11.4708622	11.39746073	11.38699412	10.91662592	11.02935625	10.9754181	11.02056332	11.33181268	11.12754301	11.01101755	10.94119436	11.08514046	11.54327354	11.68929916	11.33007655	11.51894816	11.86534664	11.69095828
10558_s_at	11.16553514	11.25201489	11.1917995	10.93464918	10.9529596	10.92725945	11.10151614	11.17966033	11.17180229	10.93442804	10.92592526	10.97060924	11.25349297	11.74634636	11.26772305	11.30919211	11.60520169	11.57742883
10559_at	5.244125943	5.040015679	5.584962501	5.752213368	5.694880193	5.675251386	5.06608919	5.339850003	5.388878339	5.692092375	6.147713722	6.022367813	5.03562391	3.797012978	4.554588852	5.416164165	4.95419631	5.244125943
10560_at	7.758223215	7.834154981	7.855491443	8.235056863	8.444600814	8.001689668	8.197708158	8.355791547	8.150762744	8.570614722	8.582330188	8.424586226	7.917073663	8.744161096	8.787902559	7.754887502	8.203592714	8.190812368
10561_at	9.245077275	8.920650595	9.275426158	8.386293635	8.722807531	8.807354922	9.665868834	9.842664622	9.784144049	8.843921051	9.105646653	8.860466259	9.304009005	9.236731772	8.877437522	9.09037711	9.527281506	8.888743249
10562_at	8.788881432	8.756222713	8.630813152	8.630449157	8.731319031	8.746850183	8.527867927	8.943686952	8.631904587	8.606220121	8.805743872	8.799605422	8.35887094	8.213347282	8.283551423	8.364134655	9.063125393	8.130827934
10563_at	10.40002552	10.3459596	10.3291236	10.12722055	10.4193282	10.34329677	10.37861999	10.56195615	10.31083996	10.50034397	10.61608931	10.65463603	10.44180298	10.46311562	10.68868742	10.64403652	10.99767347	10.77099418
10564_at	7.073606041	7.048759312	6.92243574	7.267723052	6.97384084	7.06501215	7.224966365	7.244125943	7.124121312	6.711494907	7.237448996	7.116863758	6.793115555	6.17990909	7.008988783	6.830356747	6.753551055	6.605849867
10565_at	7.661778098	7.664625055	7.156841525	7.787249608	7.317412614	7.66106548	7.717676423	7.931328485	7.577428828	7.29553937	7.277054876	7.339850003	7.48703608	6.816343705	6.887525271	7.037821465	6.693486957	6.782670659
10566_at	6.613236955	6.093813673	5.963474124	6.23457796	6.181897643	6.050936965	5.201633861	5.416164165	5.754887502	5.802193217	5.906890596	6.240314329	6.83541884	5.554588852	6.404290064	6.559185866	6.274261661	6.163901214
10567_at	5.501439145	5.587964989	5.539158811	5.692092375	5.847996907	5.744161096	5.599912842	5.974988112	5.236492618	5.083213368	5.43629512	5.655351829	5.599912842	4.070389328	5.465974465	5.918863237	5.714245518	5.754887502
10568_at	5.51412226	5.680886921	5.422905743	5.01346226	5.274261661	5.057450272	5.845490051	6.191799501	5.911691582	5.244125943	5.263034406	4.916476644	4.145677455	3.887525271	4.09592442	4.478971805	4.572889668	4.770829046
10569_at	8.2644426	7.813139851	7.930145948	7.540709263	7.758889433	7.703211467	8.428778891	8.153298683	8.867587635	7.410239331	7.728600811	7.572889668	8.263503957	8.308794067	8.074676686	8.011786331	8.237926947	8.06501215
10570_at	7.829722735	7.772149591	7.980139578	7.593951284	6.968090752	7.641690523	7.375039431	7.388878339	7.815063017	7.365447589	7.185866545	7.218199944	7.672425342	7.50779464	6.682292371	7.170926525	7.53838296	7.102238194
10571_at	4.632268215	4.632268215	4.504620392	4.995484519	5.087462841	5.053111336	5.031218731	4.791814071	4.744161096	5.022367813	5.053111336	5.213347282	4.523561956	3	4.727920455	4.255500733	4.590961241	4.655351829
10572_at	9.333379007	9.788555215	10.17292749	6.266786541	6.934280594	6.847996907	9.606035006	10.05920924	9.355130821	5.762880293	5.799605422	6.193771743	4.857980995	4.832890014	5.116863758	5.911691582	5.963474124	5.517275693
10573_at	6.339850003	5.683696454	6.098032083	6.845490051	6.285402219	6.390598906	6.070389328	5.855491443	6.133399125	6.478971805	6.125155131	6.300123725	6.087462841	5.904484098	6.264911693	5.669593751	5.786596362	5.916476644
10574_at	6.357552005	6.249824549	6.159871337	7.053111336	6.577428828	6.862947248	7.041111535	7.331812684	6.822730148	6.781359714	7.053111336	6.562242424	6.658211483	6.093813673	6.121015401	6.941341105	6.581953751	6.617651119
10575_at	4.224966365	5.339850003	5.116863758	4.94016675	5.108524457	5.307428525	4.378511623	5.545350645	4.608809243	5.008988783	4.847996907	4.963474124	4.608809243	2.786596362	2.292781749	4.452858965	4.385431037	3.44625623
10576_at	8.929554316	8.925109324	7.970393538	8.301953395	8.331812684	8.439623138	9.791488517	9.375039431	9.904484098	8.304693557	8.856114234	8.699398938	8.447496547	8.437960088	8.759222426	9.575161033	9.157599574	9.57251076
10577_at	8.445428759	8.093285504	8.570994129	8.876516947	8.569096095	8.648537346	8.412358137	9.180157809	8.236492618	8.745506266	8.71183902	8.615445725	8.095397023	7.302867361	7.381975479	7.79246496	7.799605422	7.327328083
10578_at	1.137503524	0.678071905	0.678071905	-1	1.321928095	-1.321928095	1	0	2	1.887525271	0.678071905	0.584962501	1.070389328	0.678071905	1.070389328	-0.514573173	-1.321928095	-1.321928095
10579_at	7.186857067	7.195741293	7.06608919	7.529040056	7.062855655	7.828453874	7.302867361	7.037821465	7.270528942	7.122051448	7.04220656	7.675957033	7.29186137	6.673839056	6.943686952	7.637349411	7.928962441	7.99830835
10580_at	6.525129251	6.559185866	6.359310317	6.141596278	6.249824549	6.240314329	6.584962501	6.28169825	6.652486495	6.276124405	6.22881869	6.276124405	5.974988112	5.593951284	6.419538892	6.574404309	6.617651119	7.029011087
10581_at	9.215047571	9.532355925	9.900263044	7.336283388	6.964629667	6.86913112	8.280306806	9.449767695	7.996049728	6.880195729	7.186857067	6.5360529	6.48703608	7.211401637	5.346956889	6.167919866	5.523561956	5.812498225
