ID_REF	GSM1133094	GSM1133095	GSM1133096	GSM1133097	GSM1133098	GSM1133099	GSM1133100	GSM1133101	GSM1133102	GSM1133103	GSM1133104	GSM1133105	GSM1133106	GSM1133107	GSM1133108
1422823_at	39.6	35.1	49	26.8	23.5	35.1	22.4	50.4	30.1	38.4	54.7	37.6	37	21.5	30
1422824_s_at	27.3	12.2	22.9	32.4	65.5	34.5	38.1	1.7	46.9	44.9	29.3	40.4	32.8	16.8	42.8
1422825_at	43.8	10.4	23.8	59.9	6.2	31.8	17.7	21.1	5.2	5.9	4.7	5	5.4	4.5	29.8
1422826_at	34.5	31.7	9.2	9.3	49.4	42	8.7	2.8	11.8	4.1	21	5.2	4.3	7.5	7.2
1422827_x_at	201	215	119.9	244.6	234.8	105.1	195.2	157.5	105	101	202.3	167.2	136.4	179.5	140.2
1422828_at	14199	8652.7	16624.7	10819.7	11953.7	16761.5	8611.1	17983.1	18147	15684.2	20240	18173.4	19359.3	15661.5	19096.1
1422829_at	137	56	27.1	19.6	14.9	37.1	23.2	133.1	26.5	86.8	103.4	50.9	48.5	17.1	9.1
1422830_s_at	5	8.4	4.1	5.1	9	3.8	1.6	3.9	6.3	2.3	4.7	1.8	5.9	5.9	9.8
1422831_at	1.3	1.5	2.5	3.1	7.4	4.9	4.9	1.8	10.4	2.3	6.8	2.2	1.6	5.4	7.8
1422832_at	5.2	1.4	1.9	1.3	2.4	3.7	2.1	2.1	2	3.3	19.9	2.6	1.7	3.3	3.1
1422833_at	6.1	7.3	40.7	4.1	6.9	25.4	3.9	41.7	39.4	3.6	5.9	34.1	47.2	22.5	5.2
1422834_at	2.2	10.5	6.4	20	3.1	23.2	2.6	1.3	2.2	1.7	20.1	6.6	6.5	4.9	6
1422835_at	26.2	30.5	5.3	13.5	31.3	2.4	8.6	6.4	19.8	0.7	3.4	3.1	1.3	13.3	16.4
1422836_at	1217	966.6	1332.1	947.8	1296.2	1379	963.9	1091.5	1263.8	1386.4	1160.1	874.1	1278	741.3	1009
1422837_at	39.6	50.4	42.9	26.5	3.9	23.9	23.5	22.5	36.1	28	35	7.8	15	31.4	3.6
1422838_at	16.7	2.8	2	30.7	12.3	17.8	2.5	12.4	34.6	1.9	6.6	14.4	27.4	19.7	18.3
1422839_at	22.9	8.3	2.7	27	3.7	4.6	10.8	8.6	3	2.3	6.8	1.3	11	3.1	1.8
1422840_at	0.8	1.6	1.7	1.1	1.7	7.6	3.9	21.6	22.1	10	2.8	1.8	6.1	3.6	14.9
1422841_at	22.1	12.2	66	37.2	43.9	34.8	40	60.4	68	10.1	12.4	56.5	68.5	23.6	51.6
1422842_at	1771.6	2100.7	1643.2	2031.2	1902	2108.6	1186.1	2459.4	2060.9	2015.6	2033.9	1949	1927.2	1733.5	1388.6
1422843_at	181.7	81.6	250.6	162.8	190.3	107.9	64.6	164.5	85.9	105.4	84.7	94.6	63.5	119.5	74.1
1422844_a_at	3369.9	4491	4079.3	4666.8	4124.9	5269.3	4594.5	3853.9	2896.6	3343.2	3300.8	3545.5	3006.4	3519.1	4006.7
1422845_at	3037.4	1226.2	3061.5	2241.6	3553.6	613.9	3806.2	1984	2676.9	2689.3	2615.9	1451.7	1306.4	2076.6	1033.3
1422846_at	11.5	18.5	5.4	11.6	62.8	53.5	15.4	10.9	5.4	8.8	9.4	5.8	12.2	16.9	14
1422847_a_at	825.2	1194	809.4	1082.5	734.5	902.6	1106.2	1232.7	1191.6	823.1	918.2	1254.4	855.9	1444	1318.2
1422848_a_at	7164.5	9799.7	6135.4	8323.2	7362.6	6070.3	9607.9	9122.3	6778.6	6054.9	6077.7	7679.2	5296.1	5726.8	6387.1
1422849_a_at	14970.6	15654.5	13792.8	12608.9	18309.2	13893.8	17016.7	15353.6	14458.7	13008.5	14323.2	13414.8	13544.2	10518	12154.2
1422850_at	852.9	965.1	713	697.1	1111.5	567.7	765.7	697.5	765.7	607.9	786.4	1041.9	607.6	1090.7	639.6
1422851_at	127.9	47.2	92.9	109.6	124.4	11.6	53.3	105.5	89.5	84.4	79.7	50	86.2	50.7	50.9
1422852_at	46.1	26.7	2.4	11.7	10.3	19.1	45.6	44.4	34.7	44.2	52.5	16.7	15.2	29.5	5.3
1422853_at	351.8	485	363	731.8	363.5	126.2	588.2	532.4	359.6	375.2	307.7	400.3	329	556.3	405.8
1422854_at	885.2	1103.2	809.9	1347.3	763.1	479.7	1905.1	1280.8	789.4	785.1	742.9	1264.1	740.1	1418.6	1075.7
1422855_at	2403.6	2729.8	2633.7	2539.7	2675	3098.2	2413.4	2558.3	2367.6	2559.1	2912.5	2872.6	3208.5	2299.2	3106.3
1422856_at	5.2	10.4	7	8.6	20.8	11.4	8.8	8	10.9	6.9	5.4	6.6	36.3	9.8	11.1
1422857_at	343.7	223.9	365.3	217.5	252.6	264.9	262.3	352	266.7	299.7	380.9	327	491.3	343.3	347.6
1422858_at	958.9	817.9	1071.4	798.3	798.4	821.1	730.7	728.9	839.4	946.9	1127.4	902.7	1282	988.5	967.3
1422859_a_at	824.4	616.3	751.3	652.1	882.5	1000.3	576.6	748.1	742.2	1101.8	1075.6	819.1	995.3	714.2	956.9
1422860_at	3.4	1.2	34.9	8.8	24.9	24.9	29.4	21.1	37.5	40.4	2.1	42.2	16.5	1	10
1422861_s_at	171.9	145.4	155.3	143.5	163.1	130.6	127.7	176.2	122.6	151.9	125.7	127.9	145	175.5	136.7
1422862_at	68.3	68.7	59.4	70	77.8	76.3	42.6	88.8	56.1	60.9	44.8	49.9	117	102.6	91.3
1422863_s_at	178.8	207	205.2	218.2	211.3	200.6	133.7	170	167.3	120.5	132.7	150.5	297	248.9	199.8
1422864_at	271.9	449.3	308.3	338.4	253.2	193.3	234.7	312.8	246.1	300.2	795	545	418.9	580.9	368.7
1422865_at	514.9	283.9	559.6	530.6	487	94.8	433.6	698.3	652.6	578.6	802.9	594.5	740.3	1054.2	500.3
1422866_at	30.8	34.2	44.5	19.2	19.5	13.5	33	51.1	53.6	51.5	29.3	26.1	5.3	48.6	13.6
1422867_at	27.1	17.7	18.5	1.6	12.2	0.8	9	14.2	7.8	0.7	5.9	0.8	15	2	1.6
1422868_s_at	60.4	91.2	94.2	102.5	86.7	148.7	191.6	69.3	55.2	104.3	79	68.1	85.7	41.7	72.3
