ID_REF	GSM106918	GSM122994	GSM123002	GSM123003	GSM123007	GSM123065	GSM123066	GSM123067	GSM123068	GSM123069	GSM123070	GSM123071	GSM123072	GSM123073	GSM123074
1630962_at	5.01346226	2.070389328	5.402585758	4.995484519	2.201633861	5.074676686	4.572889668	4.240314329	4.66106548	4	5.057450272	3.392317423	4.705977902	4.270528942	5.675251386
1630963_at	6.778734244	6.77478706	5.44625623	6.595443985	7.005624549	5.189824559	5.452858965	4.371558863	4.867896464	3.350497247	4.465974465	5.459431619	4.247927513	4.608809243	5.716990894
1630964_at	9.019868678	9.112178834	8.971830915	8.903279342	8.869439619	8.797661526	9.167669028	8.843921051	9.027076623	8.87835751	8.970681128	9.146695948	9.049576317	9.153805336	8.976993646
1630965_at	4.614709844	2.378511623	3.99095486	5.141596278	4.689299161	3.99095486	3.632268215	3.392317423	3.608809243	4.655351829	4.153805336	3.765534746	4.64385619	3.459431619	4.201633861
1630966_at	1.378511623	2.292781749	2.5360529	1.765534746	5.339850003	2.678071905	4.357552005	2.10433666	1.485426827	4.329123596	2.10433666	2.678071905	2.169925001	3.03562391	2.608809243
1630967_at	9.6387979	9.446049407	9.55190048	9.36303963	9.551708262	9.589276615	9.349612972	9.533719071	9.454710552	9.449767695	9.481799432	9.545736753	9.453682186	9.359090645	9.123862741
1630968_at	9.540515547	9.506605116	9.179660328	9.235296255	9.322829498	9.334720217	9.510764168	9.373952655	9.49645436	9.513530223	9.582330188	9.374822142	9.288173968	9.664625055	9.45779126
1630969_s_at	5.817623258	5.626439137	5.318316841	5.300123725	5.274261661	5.06608919	5.439623138	5.364572432	5.395748328	5.692092375	5.66106548	5.274261661	5.532940288	4.608809243	4.602884409
1630970_at	6.223036338	5.456149035	5.82527683	5.224966365	6.159871337	6.240314329	5.914086097	6.215290306	6.057450272	6.622051819	6.311067102	6.309248961	6.617651119	6.412781525	6.354028938
1630971_s_at	2.632268215	2.201633861	2.847996907	4.54225805	3.906890596	2.232660757	1.378511623	1.678071905	3.336283388	2.137503524	4.666756592	1.963474124	4.760220946	2.263034406	2.608809243
1630972_at	10.90229974	10.76013776	10.85650334	10.75146037	10.65338252	10.95310515	10.69348696	11.06676193	10.63888838	10.70494111	10.67648604	10.77247954	10.82829519	10.46096776	10.38543104
1630973_at	6.091699834	6.037821465	5.711494907	6.441284272	6.100136671	5.263034406	5.887525271	6.201633861	5.9795681	6.183883459	6.685099172	6.388878339	6.896029603	6.918863237	6.826548487
1630974_at	4.510961919	4.452858965	3.678071905	4.412781525	4.329123596	4.64385619	4.129283017	4.364572432	2.510961919	4.54225805	1	4.277984747	3.797012978	4.694880193	2.10433666
1630975_at	8.315602457	8.063395081	8.4325419	7.909293086	8.350497247	8.140574178	8.405566974	8.296457407	8.163398094	8.433794059	8.284014345	8.133399125	8.447083226	8.193771743	8.135965742
1630976_at	6.77478706	7.277984747	7.372429792	6.64096791	7.031218731	7.063934306	7.021257621	7.206526016	6.987548259	6.812498225	6.474111514	6.961160258	6.54225805	7.070389328	7.026800059
1630977_at	8.605849867	8.233619677	7.939579214	8.243650042	7.955940451	7.92659251	8.2644426	8.076281167	8.337175869	8.299208018	8.612499946	8.247452865	8.55190048	8.442528869	8.757556689
1630978_s_at	-0.152003093	1.201633861	4.026800059	0.678071905	1.5360529	1.263034406	3.485426827	0	0	3.121015401	1.5360529	2.137503524	1.137503524	0.137503524	3.121015401
1630979_at	6.259272487	6.400879436	6.123086751	6.255500733	6.04220656	5.770829046	6.854245054	5.189824559	6.665335917	6.46760555	5.741466986	6.061776198	6.719731057	7.176921112	7.266786541
1630980_at	1	2.137503524	3.632268215	1.963474124	3.847996907	2.169925001	4.566815154	0.925999419	3.632268215	1.321928095	5.361066489	2.632268215	4.285402219	3.169925001	4.459431619
1630981_at	10.15127029	10.18227019	10.16427844	10.19068893	10.09407769	10.1866095	10.05880352	10.08971529	10.06231603	10.09064175	10.23026066	10.16100588	10.15860969	10.04889551	10.09974229
1630982_at	7.529040056	7.462706751	7.434628228	7.103287808	7.319220503	7.212374788	7.434628228	7.362820526	7.452858965	7.54689446	7.310158318	7.836050355	7.549977143	7.29553937	7.22881869
1630983_s_at	9.189577501	9.332931659	9.263503957	8.853933289	9.144148367	9.138527801	9.224001674	9.164906927	9.241506541	9.022645228	8.797985691	9.020702204	9.220136447	9.154818109	9.104074518
1630984_at	12.28129255	12.56878743	12.3101015	12.32023645	12.25097933	12.2483427	12.44040203	11.92410731	12.45512169	12.41219933	12.20820387	12.18484436	12.23789708	12.68367453	12.54097558
1630985_at	4.498250868	4.314696526	4.078951341	3.857980995	0.678071905	3.807354922	3.392317423	2.655351829	2.378511623	4.224966365	3.632268215	3.153805336	3.560714954	-0.736965594	0.378511623
